"Date","Price","Open","High","Low","Vol.","Change %"
"19-12-2024","1,080.20","1,092.50","1,097.13","1,073.70","3.11M","-1.26%"
"18-12-2024","1,094.03","1,101.47","1,106.97","1,090.25","1.93M","-0.68%"
"17-12-2024","1,101.47","1,113.00","1,116.97","1,100.00","3.00M","-1.60%"
"16-12-2024","1,119.38","1,126.75","1,128.75","1,114.28","1.33M","-0.65%"
"13-12-2024","1,126.75","1,112.50","1,128.93","1,104.13","1.11M","1.32%"
"12-12-2024","1,112.03","1,124.97","1,127.00","1,107.55","1.93M","-0.76%"
"11-12-2024","1,120.53","1,112.50","1,127.00","1,111.50","1.47M","1.20%"
"10-12-2024","1,107.22","1,114.50","1,120.00","1,105.00","1.83M","-0.65%"
"09-12-2024","1,114.43","1,135.00","1,138.30","1,106.82","1.94M","-1.72%"
"06-12-2024","1,133.90","1,133.22","1,145.97","1,127.55","1.29M","0.10%"
"05-12-2024","1,132.75","1,128.90","1,138.50","1,110.50","2.38M","0.34%"
"04-12-2024","1,128.90","1,130.50","1,137.50","1,120.72","1.94M","-0.17%"
"03-12-2024","1,130.85","1,131.00","1,133.43","1,125.00","1.53M","0.44%"
"02-12-2024","1,125.93","1,121.40","1,128.50","1,111.55","936.54K","0.77%"
"29-11-2024","1,117.32","1,113.50","1,131.50","1,113.50","2.70M","-0.07%"
"28-11-2024","1,118.13","1,137.03","1,144.75","1,114.00","2.49M","-1.66%"
"27-11-2024","1,136.97","1,138.30","1,138.40","1,125.22","874.72K","0.38%"
"26-11-2024","1,132.63","1,135.00","1,143.97","1,125.25","634.24K","0.37%"
"25-11-2024","1,128.47","1,129.28","1,141.82","1,123.13","4.06M","0.43%"
"22-11-2024","1,123.65","1,107.10","1,126.43","1,102.10","1.54M","1.63%"
"21-11-2024","1,105.60","1,102.78","1,125.00","1,093.50","1.66M","-0.13%"
"19-11-2024","1,107.07","1,112.50","1,121.82","1,101.95","1.61M","0.04%"
"18-11-2024","1,106.60","1,095.35","1,109.47","1,084.35","1.38M","1.39%"
"14-11-2024","1,091.40","1,119.53","1,122.47","1,089.20","2.32M","-2.35%"
"13-11-2024","1,117.63","1,120.63","1,125.97","1,111.00","1.53M","-0.93%"
"12-11-2024","1,128.10","1,145.22","1,145.22","1,120.50","2.21M","-1.00%"
"11-11-2024","1,139.53","1,140.00","1,147.43","1,127.10","1.55M","-0.72%"
"08-11-2024","1,147.82","1,135.00","1,149.00","1,129.40","1.67M","1.45%"
"07-11-2024","1,131.43","1,136.50","1,142.43","1,120.85","1.78M","-0.56%"
"06-11-2024","1,137.80","1,134.00","1,139.85","1,129.03","1.61M","0.58%"
"05-11-2024","1,131.22","1,128.00","1,133.95","1,118.15","1.45M","0.72%"
"04-11-2024","1,123.10","1,141.50","1,143.50","1,115.45","1.93M","-1.58%"
"01-11-2024","1,141.15","1,146.45","1,146.47","1,134.18","243.23K","0.86%"
"31-10-2024","1,131.47","1,143.50","1,143.50","1,130.00","1.32M","-0.59%"
"30-10-2024","1,138.15","1,139.38","1,148.63","1,130.10","1.79M","0.39%"
"29-10-2024","1,133.70","1,140.00","1,142.90","1,130.38","1.86M","-0.20%"
"28-10-2024","1,136.03","1,135.47","1,159.50","1,128.03","1.75M","0.50%"
"25-10-2024","1,130.35","1,134.50","1,143.25","1,128.50","2.68M","0.09%"
"24-10-2024","1,129.32","1,169.50","1,170.00","1,108.00","5.91M","-2.94%"
"23-10-2024","1,163.57","1,175.03","1,187.45","1,160.05","1.41M","-0.98%"
"22-10-2024","1,175.13","1,177.25","1,192.50","1,170.03","1.93M","-0.19%"
"21-10-2024","1,177.32","1,180.00","1,187.00","1,166.50","1.50M","0.19%"
"18-10-2024","1,175.13","1,190.00","1,191.82","1,163.05","3.28M","-1.20%"
"17-10-2024","1,189.35","1,237.47","1,237.47","1,182.50","5.26M","-3.39%"
"16-10-2024","1,231.13","1,245.00","1,246.53","1,215.72","2.47M","-0.89%"
"15-10-2024","1,242.13","1,251.03","1,251.03","1,236.00","1.59M","-0.71%"
"14-10-2024","1,251.03","1,259.85","1,259.85","1,246.57","1.34M","-0.39%"
"11-10-2024","1,255.90","1,260.00","1,261.00","1,248.05","1.26M","-0.03%"
"10-10-2024","1,256.22","1,264.50","1,265.85","1,253.00","2.06M","-0.14%"
